 LN(EARNINGS/WK)   EDUC (YEARS)     EXP(YEARS)         AGE              FED             MED            KWW             IQ              WHITE
  5.8578528e+000  1.3000000e+001  1.9000000e+001  3.8000000e+001  1.4000000e+001  1.1000000e+001  2.9000000e+001  1.3000000e+002  1.0000000e+000
  6.5118528e+000  1.6000000e+001  1.4000000e+001  3.6000000e+001  1.0000000e+001  1.2000000e+001  5.1000000e+001  1.0800000e+002  1.0000000e+000
  5.8864923e+000  1.2000000e+001  1.5000000e+001  3.3000000e+001  8.0000000e+000  1.0000000e+001  3.1000000e+001  9.8000000e+001  1.0000000e+000
  6.2147093e+000  1.6000000e+001  8.0000000e+000  3.0000000e+001  0.0000000e+000  1.6000000e+001  2.7000000e+001  1.2500000e+002  1.0000000e+000
  6.0917093e+000  1.6000000e+001  7.0000000e+000  2.9000000e+001  1.2000000e+001  1.2000000e+001  2.9000000e+001  1.0400000e+002  1.0000000e+000
  5.5090735e+000  1.4000000e+001  1.0000000e+001  3.0000000e+001  1.0000000e+001  8.0000000e+000  3.3000000e+001  9.8000000e+001  1.0000000e+000
  6.0912728e+000  1.5000000e+001  1.2000000e+001  3.3000000e+001  1.2000000e+001  1.1000000e+001  3.7000000e+001  1.0400000e+002  1.0000000e+000
  5.9527093e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  8.0000000e+000  8.0000000e+000  3.3000000e+001  1.2000000e+002  1.0000000e+000
  5.6647093e+000  1.3000000e+001  1.1000000e+001  3.0000000e+001  8.0000000e+000  8.0000000e+000  3.8000000e+001  1.3400000e+002  1.0000000e+000
  5.9918528e+000  9.0000000e+000  1.9000000e+001  3.4000000e+001  8.0000000e+000  8.0000000e+000  2.8000000e+001  9.2000000e+001  1.0000000e+000
  5.5727093e+000  1.6000000e+001  8.0000000e+000  3.0000000e+001  1.6000000e+001  1.3000000e+001  3.4000000e+001  1.2900000e+002  1.0000000e+000
  6.2307093e+000  1.4000000e+001  1.6000000e+001  3.6000000e+001  1.2000000e+001  1.2000000e+001  4.2000000e+001  1.1800000e+002  1.0000000e+000
  6.2637093e+000  1.2000000e+001  1.0000000e+001  2.8000000e+001  0.0000000e+000  1.2000000e+001  3.7000000e+001  1.0700000e+002  1.0000000e+000
  5.8464994e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  1.1000000e+001  1.2000000e+001  3.7000000e+001  9.2000000e+001  1.0000000e+000
  6.3577093e+000  1.6000000e+001  7.0000000e+000  2.9000000e+001  1.2000000e+001  1.6000000e+001  3.3000000e+001  1.1800000e+002  1.0000000e+000
  6.3764994e+000  1.7000000e+001  8.0000000e+000  3.1000000e+001  1.4000000e+001  1.2000000e+001  3.8000000e+001  1.0800000e+002  1.0000000e+000
  6.2518528e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  8.0000000e+000  1.2000000e+001  4.2000000e+001  1.1900000e+002  1.0000000e+000
  5.6600299e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  7.0000000e+000  8.0000000e+000  2.9000000e+001  1.0900000e+002  1.0000000e+000
  6.0867093e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  8.0000000e+000  8.0000000e+000  4.1000000e+001  9.1000000e+001  1.0000000e+000
  6.1094923e+000  1.4000000e+001  1.0000000e+001  3.0000000e+001  1.0000000e+001  1.2000000e+001  3.8000000e+001  1.1800000e+002  1.0000000e+000
  5.4160299e+000  1.3000000e+001  1.1000000e+001  3.0000000e+001  0.0000000e+000  1.4000000e+001  3.7000000e+001  1.1900000e+002  1.0000000e+000
  6.0967093e+000  1.4000000e+001  1.1000000e+001  3.1000000e+001  1.2000000e+001  1.4000000e+001  3.3000000e+001  1.0300000e+002  1.0000000e+000
  5.9527093e+000  1.6000000e+001  6.0000000e+000  2.8000000e+001  8.0000000e+000  1.2000000e+001  2.5000000e+001  1.2000000e+002  1.0000000e+000
  5.8359774e+000  1.8000000e+001  1.0000000e+001  3.4000000e+001  6.0000000e+000  8.0000000e+000  4.0000000e+001  1.2200000e+002  1.0000000e+000
  5.6207093e+000  1.2000000e+001  1.0000000e+001  2.8000000e+001  0.0000000e+000  8.0000000e+000  3.5000000e+001  1.1900000e+002  1.0000000e+000
  6.2248528e+000  1.1000000e+001  2.1000000e+001  3.8000000e+001  6.0000000e+000  9.0000000e+000  3.7000000e+001  1.0400000e+002  1.0000000e+000
  5.4807093e+000  1.1000000e+001  1.2000000e+001  2.9000000e+001  8.0000000e+000  8.0000000e+000  2.2000000e+001  9.6000000e+001  1.0000000e+000
  5.4737093e+000  1.2000000e+001  1.6000000e+001  3.4000000e+001  8.0000000e+000  8.0000000e+000  3.6000000e+001  8.3000000e+001  1.0000000e+000
  5.9240194e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  0.0000000e+000  0.0000000e+000  3.7000000e+001  1.1500000e+002  1.0000000e+000
  5.5907093e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  8.0000000e+000  1.0000000e+001  2.7000000e+001  8.8000000e+001  1.0000000e+000
  5.7597093e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  8.0000000e+000  8.0000000e+000  4.3000000e+001  9.6000000e+001  1.0000000e+000
  6.3577093e+000  1.7000000e+001  1.5000000e+001  3.8000000e+001  6.0000000e+000  1.2000000e+001  4.2000000e+001  1.2300000e+002  1.0000000e+000
  5.8138528e+000  1.2000000e+001  1.6000000e+001  3.4000000e+001  7.0000000e+000  1.1000000e+001  4.3000000e+001  1.0800000e+002  1.0000000e+000
  5.9764923e+000  1.6000000e+001  7.0000000e+000  2.9000000e+001  1.2000000e+001  1.2000000e+001  3.5000000e+001  1.1600000e+002  1.0000000e+000
  5.8187093e+000  1.8000000e+001  1.2000000e+001  3.6000000e+001  1.2000000e+001  1.6000000e+001  4.5000000e+001  1.0900000e+002  1.0000000e+000
  5.9657093e+000  1.3000000e+001  1.2000000e+001  3.1000000e+001  1.2000000e+001  1.2000000e+001  3.9000000e+001  9.7000000e+001  1.0000000e+000
  6.1927093e+000  1.2000000e+001  1.0000000e+001  2.8000000e+001  1.0000000e+001  1.2000000e+001  3.4000000e+001  1.0700000e+002  1.0000000e+000
  5.6090272e+000  1.2000000e+001  1.7000000e+001  3.5000000e+001  1.4000000e+001  1.2000000e+001  2.7000000e+001  9.5000000e+001  1.0000000e+000
  5.4804923e+000  1.5000000e+001  9.0000000e+000  3.0000000e+001  1.2000000e+001  1.5000000e+001  3.1000000e+001  1.0900000e+002  1.0000000e+000
  5.7037093e+000  1.2000000e+001  1.5000000e+001  3.3000000e+001  1.2000000e+001  1.2000000e+001  3.6000000e+001  1.0400000e+002  1.0000000e+000
  6.1787093e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  1.2000000e+001  1.2000000e+001  3.7000000e+001  1.1000000e+002  1.0000000e+000
  5.6977093e+000  1.3000000e+001  1.7000000e+001  3.6000000e+001  8.0000000e+000  1.3000000e+001  4.0000000e+001  9.4000000e+001  1.0000000e+000
  5.8857093e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  6.0000000e+000  8.0000000e+000  3.8000000e+001  1.0300000e+002  1.0000000e+000
  6.3099774e+000  1.4000000e+001  1.2000000e+001  3.2000000e+001  1.2000000e+001  8.0000000e+000  4.5000000e+001  1.2300000e+002  1.0000000e+000
  5.5988528e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  1.2000000e+001  6.0000000e+000  3.3000000e+001  1.1300000e+002  1.0000000e+000
  5.3937093e+000  1.6000000e+001  1.6000000e+001  3.8000000e+001  0.0000000e+000  0.0000000e+000  3.5000000e+001  1.1000000e+002  1.0000000e+000
  5.5057093e+000  1.4000000e+001  1.0000000e+001  3.0000000e+001  1.2000000e+001  1.2000000e+001  3.1000000e+001  1.0000000e+002  1.0000000e+000
  5.8957093e+000  1.3000000e+001  1.2000000e+001  3.1000000e+001  1.2000000e+001  1.2000000e+001  3.9000000e+001  9.5000000e+001  1.0000000e+000
  5.7287093e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  8.0000000e+000  8.0000000e+000  3.4000000e+001  1.0000000e+002  1.0000000e+000
  5.9757093e+000  1.3000000e+001  1.8000000e+001  3.7000000e+001  8.0000000e+000  1.5000000e+001  3.9000000e+001  1.0800000e+002  1.0000000e+000
  6.2141744e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  0.0000000e+000  1.2000000e+001  4.7000000e+001  1.0100000e+002  1.0000000e+000
  6.4223251e+000  1.2000000e+001  1.7000000e+001  3.5000000e+001  1.6000000e+001  1.2000000e+001  4.3000000e+001  9.0000000e+001  1.0000000e+000
  6.1354923e+000  1.2000000e+001  1.7000000e+001  3.5000000e+001  5.0000000e+000  8.0000000e+000  4.1000000e+001  1.1500000e+002  1.0000000e+000
  6.3101630e+000  1.6000000e+001  1.1000000e+001  3.3000000e+001  0.0000000e+000  0.0000000e+000  4.1000000e+001  1.1400000e+002  1.0000000e+000
  5.2980299e+000  1.3000000e+001  1.0000000e+001  2.9000000e+001  1.1000000e+001  1.1000000e+001  3.3000000e+001  8.4000000e+001  1.0000000e+000
  6.0867093e+000  1.3000000e+001  1.9000000e+001  3.8000000e+001  0.0000000e+000  1.2000000e+001  3.7000000e+001  9.2000000e+001  0.0000000e+000
  5.6644923e+000  1.4000000e+001  1.7000000e+001  3.7000000e+001  1.1000000e+001  1.2000000e+001  4.4000000e+001  1.2500000e+002  1.0000000e+000
  6.2080308e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  8.0000000e+000  1.1000000e+001  4.2000000e+001  1.0700000e+002  1.0000000e+000
  6.1837093e+000  1.4000000e+001  1.2000000e+001  3.2000000e+001  9.0000000e+000  8.0000000e+000  3.3000000e+001  1.2900000e+002  1.0000000e+000
  5.9397093e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  1.2000000e+001  1.2000000e+001  4.0000000e+001  9.8000000e+001  1.0000000e+000
  6.0230194e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  0.0000000e+000  8.0000000e+000  4.1000000e+001  1.0800000e+002  1.0000000e+000
  6.2147093e+000  1.6000000e+001  8.0000000e+000  3.0000000e+001  8.0000000e+000  2.0000000e+000  3.7000000e+001  1.1400000e+002  1.0000000e+000
  5.8631744e+000  1.8000000e+001  1.0000000e+001  3.4000000e+001  1.1000000e+001  1.2000000e+001  3.7000000e+001  1.1100000e+002  1.0000000e+000
  5.9061217e+000  1.2000000e+001  1.0000000e+001  2.8000000e+001  1.2000000e+001  1.2000000e+001  2.9000000e+001  1.0100000e+002  1.0000000e+000
  5.4157093e+000  1.2000000e+001  1.6000000e+001  3.4000000e+001  1.2000000e+001  1.2000000e+001  2.5000000e+001  9.9000000e+001  1.0000000e+000
  5.4171744e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  8.0000000e+000  1.2000000e+001  2.4000000e+001  7.5000000e+001  1.0000000e+000
  5.5957093e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  0.0000000e+000  6.0000000e+000  2.9000000e+001  9.1000000e+001  1.0000000e+000
  5.7898528e+000  1.7000000e+001  1.0000000e+001  3.3000000e+001  1.0000000e+001  1.2000000e+001  3.8000000e+001  1.1300000e+002  1.0000000e+000
  5.8468528e+000  1.2000000e+001  1.7000000e+001  3.5000000e+001  0.0000000e+000  8.0000000e+000  3.4000000e+001  1.2000000e+002  1.0000000e+000
  6.0967093e+000  1.4000000e+001  9.0000000e+000  2.9000000e+001  1.5000000e+001  1.2000000e+001  3.2000000e+001  9.8000000e+001  1.0000000e+000
  6.4224923e+000  1.6000000e+001  1.1000000e+001  3.3000000e+001  1.6000000e+001  1.6000000e+001  3.1000000e+001  1.0700000e+002  1.0000000e+000
  6.3574923e+000  1.8000000e+001  8.0000000e+000  3.2000000e+001  1.2000000e+001  1.2000000e+001  3.9000000e+001  1.2100000e+002  1.0000000e+000
  6.6201744e+000  1.1000000e+001  2.1000000e+001  3.8000000e+001  0.0000000e+000  0.0000000e+000  4.0000000e+001  1.1500000e+002  1.0000000e+000
  6.2887093e+000  1.5000000e+001  1.4000000e+001  3.5000000e+001  1.0000000e+001  1.2000000e+001  4.2000000e+001  1.3400000e+002  1.0000000e+000
  6.5678528e+000  1.7000000e+001  1.4000000e+001  3.7000000e+001  0.0000000e+000  0.0000000e+000  4.7000000e+001  9.6000000e+001  1.0000000e+000
  6.0160308e+000  1.6000000e+001  7.0000000e+000  2.9000000e+001  1.6000000e+001  1.2000000e+001  3.8000000e+001  1.2000000e+002  1.0000000e+000
  6.0958528e+000  1.5000000e+001  1.1000000e+001  3.2000000e+001  1.0000000e+001  1.2000000e+001  3.6000000e+001  1.0500000e+002  1.0000000e+000
  6.3638528e+000  1.2000000e+001  1.6000000e+001  3.4000000e+001  0.0000000e+000  1.0000000e+001  4.0000000e+001  1.2100000e+002  1.0000000e+000
  5.8242728e+000  1.6000000e+001  8.0000000e+000  3.0000000e+001  9.0000000e+000  1.2000000e+001  2.9000000e+001  1.1300000e+002  1.0000000e+000
  6.3404923e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  1.3000000e+001  1.2000000e+001  3.7000000e+001  1.0600000e+002  1.0000000e+000
  6.1190308e+000  1.8000000e+001  1.1000000e+001  3.5000000e+001  1.2000000e+001  9.0000000e+000  4.1000000e+001  1.0400000e+002  1.0000000e+000
  6.6067093e+000  1.1000000e+001  1.6000000e+001  3.3000000e+001  1.0000000e+001  1.0000000e+001  2.3000000e+001  8.0000000e+001  1.0000000e+000
  6.4457093e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  1.0000000e+001  1.0000000e+001  2.8000000e+001  1.1700000e+002  1.0000000e+000
  5.6634160e+000  1.6000000e+001  6.0000000e+000  2.8000000e+001  1.2000000e+001  1.2000000e+001  4.2000000e+001  1.2600000e+002  1.0000000e+000
  6.3577093e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  8.0000000e+000  1.0000000e+001  4.2000000e+001  1.1200000e+002  1.0000000e+000
  5.5951630e+000  1.3000000e+001  1.9000000e+001  3.8000000e+001  0.0000000e+000  0.0000000e+000  4.7000000e+001  1.0400000e+002  1.0000000e+000
  6.1097093e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  1.0000000e+001  9.0000000e+000  3.3000000e+001  1.1600000e+002  0.0000000e+000
  5.9917093e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  8.0000000e+000  8.0000000e+000  1.8000000e+001  7.0000000e+001  0.0000000e+000
  5.8583251e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  6.0000000e+000  6.0000000e+000  2.0000000e+001  8.3000000e+001  1.0000000e+000
  6.3968528e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  6.0000000e+000  6.0000000e+000  1.3000000e+001  8.4000000e+001  1.0000000e+000
  5.5374923e+000  1.0000000e+001  1.7000000e+001  3.3000000e+001  0.0000000e+000  0.0000000e+000  3.0000000e+001  8.2000000e+001  1.0000000e+000
  6.6437093e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  8.0000000e+000  1.2000000e+001  3.2000000e+001  1.0900000e+002  1.0000000e+000
  5.7294923e+000  1.4000000e+001  9.0000000e+000  2.9000000e+001  1.2000000e+001  1.2000000e+001  2.5000000e+001  1.1100000e+002  1.0000000e+000
  5.7347093e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  7.0000000e+000  1.2000000e+001  3.3000000e+001  9.4000000e+001  1.0000000e+000
  4.9411744e+000  1.6000000e+001  8.0000000e+000  3.0000000e+001  8.0000000e+000  1.2000000e+001  3.2000000e+001  9.6000000e+001  1.0000000e+000
  5.9657093e+000  1.3000000e+001  1.1000000e+001  3.0000000e+001  1.3000000e+001  1.2000000e+001  3.3000000e+001  1.0100000e+002  1.0000000e+000
  6.3037093e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  1.2000000e+001  1.2000000e+001  3.5000000e+001  9.0000000e+001  1.0000000e+000
  6.7507093e+000  1.6000000e+001  1.5000000e+001  3.7000000e+001  1.2000000e+001  1.2000000e+001  4.8000000e+001  1.2000000e+002  1.0000000e+000
  5.6347093e+000  1.6000000e+001  7.0000000e+000  2.9000000e+001  1.2000000e+001  1.2000000e+001  3.8000000e+001  1.2000000e+002  1.0000000e+000
  6.1737093e+000  1.2000000e+001  1.5000000e+001  3.3000000e+001  0.0000000e+000  8.0000000e+000  2.9000000e+001  1.0800000e+002  1.0000000e+000
  6.1407093e+000  1.3000000e+001  1.7000000e+001  3.6000000e+001  8.0000000e+000  1.2000000e+001  4.3000000e+001  9.9000000e+001  1.0000000e+000
  6.0811744e+000  1.1000000e+001  1.7000000e+001  3.4000000e+001  6.0000000e+000  1.2000000e+001  3.1000000e+001  8.0000000e+001  1.0000000e+000
  5.8214923e+000  1.1000000e+001  1.9000000e+001  3.6000000e+001  5.0000000e+000  1.0000000e+001  4.5000000e+001  9.3000000e+001  1.0000000e+000
  6.1344923e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  0.0000000e+000  0.0000000e+000  4.6000000e+001  8.5000000e+001  1.0000000e+000
  6.2144923e+000  1.5000000e+001  1.1000000e+001  3.2000000e+001  1.0000000e+001  1.1000000e+001  4.3000000e+001  1.1800000e+002  1.0000000e+000
  5.7448528e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  0.0000000e+000  1.2000000e+001  3.1000000e+001  1.1500000e+002  1.0000000e+000
  6.2224994e+000  1.6000000e+001  8.0000000e+000  3.0000000e+001  1.1000000e+001  1.0000000e+001  2.8000000e+001  1.1900000e+002  1.0000000e+000
  6.4237093e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  1.1000000e+001  1.2000000e+001  3.9000000e+001  9.4000000e+001  1.0000000e+000
  6.1347093e+000  1.6000000e+001  1.2000000e+001  3.4000000e+001  1.6000000e+001  1.3000000e+001  4.2000000e+001  1.0900000e+002  1.0000000e+000
  4.8207093e+000  1.3000000e+001  1.4000000e+001  3.3000000e+001  8.0000000e+000  1.4000000e+001  3.7000000e+001  1.0400000e+002  1.0000000e+000
  5.7198528e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  6.0000000e+000  7.0000000e+000  2.1000000e+001  8.9000000e+001  1.0000000e+000
  6.6230299e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  8.0000000e+000  1.2000000e+001  2.8000000e+001  1.0100000e+002  1.0000000e+000
  5.9917093e+000  1.6000000e+001  9.0000000e+000  3.1000000e+001  7.0000000e+000  1.2000000e+001  3.4000000e+001  9.6000000e+001  1.0000000e+000
  4.9417093e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  7.0000000e+000  9.0000000e+000  4.8000000e+001  1.0900000e+002  1.0000000e+000
  5.8414923e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  6.0000000e+000  4.0000000e+000  3.8000000e+001  9.4000000e+001  1.0000000e+000
  5.7557093e+000  1.2000000e+001  1.6000000e+001  3.4000000e+001  5.0000000e+000  6.0000000e+000  3.4000000e+001  1.1500000e+002  1.0000000e+000
  5.9519774e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  4.0000000e+000  8.0000000e+000  4.1000000e+001  9.2000000e+001  1.0000000e+000
  5.6561744e+000  9.0000000e+000  1.5000000e+001  3.0000000e+001  5.0000000e+000  1.1000000e+001  3.2000000e+001  7.1000000e+001  1.0000000e+000
  6.1508528e+000  1.4000000e+001  1.3000000e+001  3.3000000e+001  1.1000000e+001  1.2000000e+001  3.9000000e+001  1.3000000e+002  1.0000000e+000
  7.0511630e+000  1.6000000e+001  1.0000000e+001  3.2000000e+001  1.2000000e+001  1.2000000e+001  3.8000000e+001  1.1900000e+002  1.0000000e+000
  4.9417093e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  1.3000000e+001  1.0000000e+001  2.4000000e+001  7.4000000e+001  1.0000000e+000
  6.1120308e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  8.0000000e+000  1.2000000e+001  2.5000000e+001  1.0400000e+002  0.0000000e+000
  6.1757093e+000  1.5000000e+001  7.0000000e+000  2.8000000e+001  0.0000000e+000  1.0000000e+001  2.3000000e+001  1.2400000e+002  1.0000000e+000
  5.1927093e+000  1.5000000e+001  1.0000000e+001  3.1000000e+001  0.0000000e+000  1.2000000e+001  2.9000000e+001  9.4000000e+001  1.0000000e+000
  6.0477093e+000  1.6000000e+001  1.5000000e+001  3.7000000e+001  4.0000000e+000  1.2000000e+001  4.4000000e+001  1.2000000e+002  1.0000000e+000
  5.9917093e+000  1.1000000e+001  2.0000000e+001  3.7000000e+001  9.0000000e+000  8.0000000e+000  4.0000000e+001  9.6000000e+001  1.0000000e+000
  4.8447093e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  5.0000000e+000  7.0000000e+000  3.5000000e+001  6.7000000e+001  0.0000000e+000
  5.4047093e+000  1.1000000e+001  1.7000000e+001  3.4000000e+001  8.0000000e+000  8.0000000e+000  2.6000000e+001  6.9000000e+001  0.0000000e+000
  6.3541744e+000  1.2000000e+001  1.0000000e+001  2.8000000e+001  1.1000000e+001  1.2000000e+001  4.2000000e+001  9.8000000e+001  1.0000000e+000
  5.9867093e+000  9.0000000e+000  2.3000000e+001  3.8000000e+001  4.0000000e+000  7.0000000e+000  2.3000000e+001  9.2000000e+001  0.0000000e+000
  6.6848528e+000  1.4000000e+001  1.3000000e+001  3.3000000e+001  1.0000000e+001  9.0000000e+000  4.4000000e+001  1.0900000e+002  1.0000000e+000
  5.6084923e+000  1.8000000e+001  6.0000000e+000  3.0000000e+001  1.2000000e+001  1.2000000e+001  3.9000000e+001  1.0000000e+002  1.0000000e+000
  5.4384923e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  1.2000000e+001  1.1000000e+001  2.5000000e+001  1.0100000e+002  1.0000000e+000
  6.4534923e+000  1.6000000e+001  1.0000000e+001  3.2000000e+001  9.0000000e+000  1.2000000e+001  4.0000000e+001  1.1100000e+002  1.0000000e+000
  6.2887093e+000  1.6000000e+001  1.5000000e+001  3.7000000e+001  1.4000000e+001  8.0000000e+000  3.8000000e+001  1.0600000e+002  1.0000000e+000
  6.5514712e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  1.0000000e+001  1.2000000e+001  3.7000000e+001  1.0200000e+002  1.0000000e+000
  6.0637093e+000  1.4000000e+001  1.0000000e+001  3.0000000e+001  1.0000000e+001  1.2000000e+001  2.8000000e+001  1.1500000e+002  1.0000000e+000
  6.3968528e+000  1.2000000e+001  1.0000000e+001  2.8000000e+001  8.0000000e+000  1.0000000e+001  3.7000000e+001  9.9000000e+001  1.0000000e+000
  6.2337477e+000  1.6000000e+001  1.4000000e+001  3.6000000e+001  1.0000000e+001  1.1000000e+001  4.8000000e+001  1.1800000e+002  1.0000000e+000
  6.1751630e+000  1.3000000e+001  1.4000000e+001  3.3000000e+001  1.6000000e+001  1.3000000e+001  3.7000000e+001  1.3200000e+002  1.0000000e+000
  5.5217093e+000  1.3000000e+001  1.1000000e+001  3.0000000e+001  1.6000000e+001  1.2000000e+001  2.6000000e+001  1.0800000e+002  1.0000000e+000
  5.9915657e+000  1.2000000e+001  1.5000000e+001  3.3000000e+001  1.0000000e+001  1.4000000e+001  4.0000000e+001  9.8000000e+001  1.0000000e+000
  6.0707093e+000  1.3000000e+001  1.7000000e+001  3.6000000e+001  1.1000000e+001  8.0000000e+000  4.4000000e+001  1.1100000e+002  1.0000000e+000
  5.6247093e+000  1.1000000e+001  2.1000000e+001  3.8000000e+001  8.0000000e+000  8.0000000e+000  3.6000000e+001  7.9000000e+001  1.0000000e+000
  5.9911630e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  1.1000000e+001  1.2000000e+001  2.9000000e+001  9.7000000e+001  1.0000000e+000
  5.7288528e+000  1.5000000e+001  1.7000000e+001  3.8000000e+001  1.4000000e+001  1.2000000e+001  4.9000000e+001  9.9000000e+001  1.0000000e+000
  5.9007093e+000  1.6000000e+001  9.0000000e+000  3.1000000e+001  0.0000000e+000  1.2000000e+001  3.3000000e+001  1.0100000e+002  1.0000000e+000
  6.0074712e+000  1.7000000e+001  1.3000000e+001  3.6000000e+001  1.8000000e+001  1.2000000e+001  4.5000000e+001  1.2000000e+002  1.0000000e+000
  5.7040299e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  8.0000000e+000  8.0000000e+000  3.3000000e+001  9.7000000e+001  1.0000000e+000
  6.0861630e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  1.2000000e+001  8.0000000e+000  3.4000000e+001  1.0600000e+002  1.0000000e+000
  5.7837093e+000  1.6000000e+001  8.0000000e+000  3.0000000e+001  1.2000000e+001  1.2000000e+001  4.4000000e+001  1.3100000e+002  1.0000000e+000
  5.9917093e+000  1.1000000e+001  1.7000000e+001  3.4000000e+001  8.0000000e+000  1.2000000e+001  3.2000000e+001  9.3000000e+001  1.0000000e+000
  5.5956501e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  8.0000000e+000  8.0000000e+000  2.3000000e+001  7.9000000e+001  1.0000000e+000
  6.1201779e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  0.0000000e+000  1.1000000e+001  3.8000000e+001  1.0000000e+002  1.0000000e+000
  6.1348528e+000  1.6000000e+001  1.1000000e+001  3.3000000e+001  8.0000000e+000  9.0000000e+000  3.0000000e+001  1.0700000e+002  1.0000000e+000
  6.4227093e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  1.0000000e+001  0.0000000e+000  4.2000000e+001  1.1200000e+002  1.0000000e+000
  5.6647093e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  1.0000000e+001  1.2000000e+001  2.2000000e+001  1.0500000e+002  1.0000000e+000
  5.7867093e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  1.0000000e+001  1.2000000e+001  2.5000000e+001  1.1400000e+002  1.0000000e+000
  6.1738564e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  0.0000000e+000  8.0000000e+000  3.6000000e+001  1.1600000e+002  1.0000000e+000
  6.0867093e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  1.3000000e+001  1.1000000e+001  4.1000000e+001  1.0400000e+002  1.0000000e+000
  6.0477093e+000  1.2000000e+001  1.7000000e+001  3.5000000e+001  1.2000000e+001  9.0000000e+000  4.8000000e+001  8.5000000e+001  1.0000000e+000
  5.9527093e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  1.2000000e+001  9.0000000e+000  4.6000000e+001  9.3000000e+001  1.0000000e+000
  5.3778528e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  7.0000000e+000  8.0000000e+000  4.0000000e+001  1.0000000e+002  1.0000000e+000
  5.9297093e+000  1.1000000e+001  1.2000000e+001  2.9000000e+001  0.0000000e+000  0.0000000e+000  2.0000000e+001  7.1000000e+001  1.0000000e+000
  6.2884160e+000  1.6000000e+001  1.0000000e+001  3.2000000e+001  1.2000000e+001  1.2000000e+001  3.6000000e+001  8.8000000e+001  1.0000000e+000
  6.4772171e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  8.0000000e+000  1.2000000e+001  3.2000000e+001  9.3000000e+001  1.0000000e+000
  5.2987093e+000  1.3000000e+001  1.3000000e+001  3.2000000e+001  8.0000000e+000  1.2000000e+001  2.6000000e+001  9.8000000e+001  1.0000000e+000
  5.9918528e+000  1.4000000e+001  8.0000000e+000  2.8000000e+001  1.0000000e+001  1.2000000e+001  3.5000000e+001  1.1000000e+002  1.0000000e+000
  5.7247093e+000  1.2000000e+001  1.7000000e+001  3.5000000e+001  6.0000000e+000  0.0000000e+000  3.1000000e+001  1.0900000e+002  1.0000000e+000
  5.7760299e+000  1.4000000e+001  1.3000000e+001  3.3000000e+001  1.2000000e+001  1.1000000e+001  3.8000000e+001  9.4000000e+001  1.0000000e+000
